"ID","Name","Owner","People","Open deals","Organization created","Update time","Visible to","Next activity date","Last activity date","Won deals","Lost deals","Closed deals","Total activities","Done activities","Activities to do","Email messages count","Profile picture","Labels","Website","LinkedIn profile","Industry","Annual revenue","Number of employees","Horizontal","Verticals","Website ","Linked In","Case Studies ","Address","Latitude of Address","Longitude of Address","Apartment/suite no of Address","House number of Address","Street/road name of Address","District/sublocality of Address","City/town/village/locality of Address","State/county of Address","Region of Address","Country of Address","ZIP/Postal code of Address","Full/combined address of Address","Label"
"437","Bristol Myers Squibb","Paul","1","2","2023-06-19 16:42:44","2025-07-28 21:34:01","All users","2024-08-09","2025-05-30","0","1","1","17","15","2","9","","","","","","","","","","","","","","","","","","","","","","","","","",""
"438","Bank of Hawaii","Paul","1","4","2023-06-19 16:44:49","2025-09-03 16:46:52","All users","2025-06-20","2025-08-15","1","3","4","30","25","5","14","","","","","","","","","","","","","","","","","","","","","","","","","",""
"439","Truveta","Paul","1","0","2023-06-19 16:46:21","2024-10-28 16:10:47","All users","","2023-10-10","0","2","2","3","3","0","2","","","","","","","","Healthcare","Electronic Health Record - Structured Data - Provide Clinical Results - Provide Social determinants of health (SDOH)","https://www.truveta.com","https://www.linkedin.com/company/truveta/","Providence - Sanford Health - Trinity Health","","","","","","","","","","","","","",""
"440","Providence","Paul","1","1","2023-06-19 16:48:26","2024-08-05 18:15:21","All users","2024-08-07","2024-05-14","0","0","0","3","2","1","1","","","","","","","","Hospitals and Healthcare","","","https://www.linkedin.com/company/swedish-medical-center/","","","","","","","","","","","","","","",""
"441","Evergreen Market","Paul","1","0","2023-06-19 16:56:26","2024-04-08 15:51:02","All users","","2023-10-02","0","1","1","3","3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"443","Seattle Seawolves","Paul","1","0","2023-06-19 17:07:00","2024-11-18 21:59:29","All users","","2024-05-27","0","0","0","3","3","0","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"444","Southern California Edison","Paul","2","1","2023-06-19 17:10:19","2024-04-08 15:50:20","All users","","2023-09-06","0","1","1","2","2","0","0","","","","","","","","Electric Utilities","Clean - Renewable Sources of Energy","https://www.sce.com","https://www.linkedin.com/company/sce/","","","","","","","","","","","","","","",""
"446","Red Hat","Paul","1","1","2023-06-19 17:17:40","2024-10-28 15:42:25","All users","2024-05-09","2024-04-25","0","0","0","5","4","1","193","","","","","","","","","","","","","","","","","","","","","","","","","",""
"447","Meta","Paul","3","0","2023-06-19 17:20:41","2025-04-07 16:48:37","All users","","2024-05-22","0","3","3","9","9","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"448","MedBridge","Paul","1","2","2023-06-19 17:24:35","2024-08-05 18:28:43","All users","2024-08-07","2024-05-17","0","0","0","4","3","1","0","","","","","","","","Healthcare","Education - Digital Patient Care","https://www.medbridge.com/?utm_source=linkedin&utm_medium=referral&utm_campaign=button","https://www.linkedin.com/company/medbridge/","ATI Physical Care - Advent Health - Intermountain Healthcare","","","","","","","","","","","","","",""
"449","Broadway Technology","Paul","2","1","2023-06-19 17:27:31","2024-10-28 16:05:07","All users","2024-08-09","2024-05-27","0","0","0","16","15","1","0","","","","","","","","Software Developement","","https://broadwaytechnology.com","https://www.linkedin.com/company/broadway-technology/","","","","","","","","","","","","","","",""
"451","Boomtown Accelerators","Lisa Haldeman","1","0","2023-06-20 15:13:43","2025-04-08 14:50:45","All users","2024-04-02","2025-03-31","2","2","4","23","21","2","0","","Warm lead","","","","","","","","","","","","","","","","","","","","","","","","Warm lead"
"452","Kigo","Jason Williams","1","1","2023-06-27 15:27:15","2024-08-05 18:29:27","All users","2024-08-07","2024-05-27","0","0","0","7","6","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"453","DocuSign","Lisa Haldeman","5","3","2023-07-03 21:21:26","2025-11-05 13:08:37","All users","2024-08-30","2025-07-31","13","5","19","43","31","12","11","","Customer, Vivid","","","","","","","","","","","","","","","","","","","","","","","","Customer"
"455","Southfield Capital","Paul","1","1","2023-07-05 18:17:02","2025-04-28 17:01:18","All users","2024-08-06","2024-05-27","0","0","0","7","5","2","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"456","5G LLC","Paul","1","0","2023-07-05 18:22:51","2024-11-18 21:59:29","All users","2023-07-20","2024-05-27","0","0","0","6","5","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"457","Zuper","Paul","1","2","2023-07-05 18:25:57","2024-08-05 18:30:47","All users","2024-08-07","2024-05-28","0","0","0","8","7","1","1","","","","","","","","IT Services and IT Consulting","Customizable field service management software","https://www.zuper.co","https://www.linkedin.com/company/zuperco/","SaltPay - ProVigal - etc.","","","","","","","","","","","","","",""
"458","Snowflake","Paul","5","0","2023-07-05 18:29:08","2025-06-20 17:41:12","All users","2024-05-27","2025-04-14","0","1","1","10","7","3","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"462","Greater Seattle Partners","Paul","1","0","2023-07-05 18:46:35","2024-11-18 21:59:29","All users","","2024-05-27","0","0","0","4","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"463","Inrix","Paul","1","1","2023-07-05 18:52:07","2024-11-18 21:59:29","All users","","2024-05-27","0","0","0","6","6","0","89","","","","","","","","IT Services and IT Consulting","","https://inrix.com","https://www.linkedin.com/company/inrix/","","","","","","","","","","","","","","",""
"464","Funko","Paul","1","0","2023-07-05 18:53:06","2024-11-18 21:59:29","All users","","2024-05-27","0","0","0","5","5","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"465","Christensen, Inc","Paul","1","0","2023-07-05 18:54:49","2024-11-18 21:59:29","All users","","2024-05-27","0","0","0","6","6","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"466","Best Buy","Paul","2","1","2023-07-05 18:56:46","2025-06-18 17:22:50","All users","2024-05-30","","0","1","1","1","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"467","Highspot","Paul","2","0","2023-07-05 18:58:23","2024-10-28 16:08:50","All users","2023-08-31","2024-05-13","0","2","2","4","3","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"468","Point Inside","Paul","1","0","2023-07-05 19:05:18","2024-11-18 21:59:29","All users","","2024-05-27","0","0","0","6","6","0","14","","","","","","","","","","","","","","","","","","","","","","","","","",""
"469","LIO Insurance","Paul","2","1","2023-07-06 03:38:24","2025-03-19 15:46:05","All users","2024-05-15","2024-05-08","0","2","2","11","8","3","1","","","","","","","","Insurance","Customer focused - Technology - Enabled","https://lioinsurance.com","https://www.linkedin.com/company/lioinsurance/","","","","","","","","","","","","","","",""
"470","Gen","Paul","1","1","2023-07-06 03:40:34","2024-08-05 17:25:12","All users","2024-08-09","2024-05-27","0","0","0","3","2","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"471","The Pokemon Company","Paul","1","1","2023-07-06 04:03:30","2025-05-12 16:35:12","All users","2024-08-07","2024-05-29","0","1","1","6","5","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"472","KX","Paul","1","0","2023-07-06 04:19:22","2024-11-18 22:00:08","All users","","2024-05-22","0","1","1","2","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"473","SingleOps","Paul","1","0","2023-07-06 04:38:25","2024-08-05 17:27:44","All users","2024-05-31","2023-09-05","0","1","1","3","2","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"474","Axon","Jason Williams","2","1","2023-07-10 20:07:49","2024-10-28 16:09:17","All users","2023-10-27","2023-08-08","0","1","1","5","4","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"475","LinkedIn","Paul","1","1","2023-07-10 20:44:23","2024-08-05 21:16:00","All users","2024-08-10","2024-05-17","0","0","0","2","1","1","0","","","","","","","","","","","","","https://www.linkedin.com/in/bobbir/","","","","","","","","","","","","",""
"477","Workday","Lisa Haldeman","2","0","2023-07-10 20:46:43","2023-07-10 20:47:48","All users","","","0","0","0","0","0","0","0","","Warm lead","","","","","","","","","","","","","","","","","","","","","","","","Warm lead"
"478","Chanel Optimizer","Paul","1","0","2023-07-13 21:53:35","2025-08-25 16:24:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"479","Passcloud","Paul","1","0","2023-07-14 17:25:25","2024-08-05 17:29:17","All users","2024-06-05","2024-05-27","0","1","1","5","4","1","0","","","","","","","","Healthcare Analytics Software","","https://advata.com","https://www.linkedin.com/company/advata/","","","","","","","","","","","","","","",""
"481","Wheehouse DMG","Paul","1","0","2023-07-14 18:38:25","2024-09-19 21:20:57","All users","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"482","Samsung","Paul","2","1","2023-07-17 19:58:32","2024-10-28 16:04:31","All users","","2024-04-26","0","1","1","2","2","0","0","","","","","","","","Computers and Electronics Manufacturing","ONE OF TOP COMPANIES","https://www.samsung.com/us/careers/","https://www.linkedin.com/company/samsung-electronics-america/","","","","","","","","","","","","","","",""
"484","Fold Health","Jason Williams","1","0","2023-07-18 16:29:33","2023-07-18 16:34:43","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://www.fold.health/","","","","","","","","","","","","","","","",""
"485","OnBoard","Paul","1","1","2023-07-18 16:49:32","2024-10-28 15:41:41","All users","2024-08-08","2024-05-29","0","0","0","4","3","1","0","","","","","","","","Board Management Software","Secured - Insightful - Detailed - etc.","https://www.onboardmeetings.com","https://www.linkedin.com/company/onboardmeetings/","Bluetooth - JMI Equity - Business Solver - etc.","","","","","","","","","","","","","",""
"492","Canyon Ranch","Jason Williams","1","0","2023-07-23 03:21:12","2024-10-15 16:21:45","All users","2023-07-24","2024-02-16","0","1","1","11","9","2","10","","","","","","","","","","","","","","","","","","","","","","","","","",""
"560","Simply Augmented","Paul","1","0","2023-07-28 19:16:39","2025-08-25 16:24:19","All users","","2023-08-20","0","0","0","1","1","0","28","","","","","","","","AI Automation","Create tailored strategies for your company","https://www.simplyaugmented.com","","","","","","","","","","","","","","","",""
"562","Diono - Additional","Paul","0","0","2023-08-08 19:20:12","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"563","SlipStitch Studios - Retainer","Paul","0","0","2023-08-08 19:21:05","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://www.slippedstitchstudios.com","","","","","","","","","","","","","","","",""
"564","Cigar World - Assessment","Paul","1","0","2023-08-08 19:22:00","2025-08-25 16:24:01","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://www.cigarworld.com","","","","","","","","","","","","","","","",""
"565","Diono - Photoshoot","Paul","0","0","2023-08-08 19:22:37","2025-08-25 16:24:01","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://store.diono.com/car-seats/?gclid=Cj0KCQjwz8emBhDrARIsANNJjS4ENmp6Mgf7YpF3nVHoX6BZKlRLpzU9lp-p2L0LcSbt_3APr37rN2IaAqZ6EALw_wcB","","","","","","","","","","","","","","","",""
"566","Bumbershoot	 - Paid Social Media Management","Paul","0","0","2023-08-08 19:23:17","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://bumbershoot.com","","","","","","","","","","","","","","","",""
"567","Dunn Lumber	 - Assessment","Paul","0","0","2023-08-08 19:23:44","2024-10-28 16:11:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://www.dunnlumber.com/project-resources/queue?utm_source=google&utm_medium=search-paid&utm_campaign=1485346728&utm_content=60168592071&gclid=Cj0KCQjwz8emBhDrARIsANNJjS5ETsyLpbCBggikHTPZADC0d6AEIlTRZQ3H_Q3HJ-gkXLTy12lrzUIaAj-NEALw_wcB","","","","","","","","","","","","","","","",""
"568","Amazon - Lifestyle Social Media Ads - 2024","Paul","0","0","2023-08-08 19:24:29","2024-10-28 16:11:15","All users","","","0","0","0","0","0","0","0","","","","","","","","","","Link is too long","","","","","","","","","","","","","","","",""
"569","Azteca - Social Media Management  - 2024","Paul","0","0","2023-08-08 19:25:36","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://www.aztecamex.com","","","","","","","","","","","","","","","",""
"570","Hey, LLC - Reviver-Social Media Management - 2024","Paul","0","0","2023-08-08 19:26:45","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://heyadvertising.com","","","","","","","","","","","","","","","",""
"571","MainVue Homes - Social Media Management -2024 - Facebook & Instagram","Paul","0","0","2023-08-08 19:27:38","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://www.mainvuehomes.com/wa/homes-for-sale?gclid=Cj0KCQjwz8emBhDrARIsANNJjS6cg_dS8X8m9qHKAMLbySbNLohaVlmhC3GZdbW8rOhDbDCeDlHygOAaArm8EALw_wcB","","","","","","","","","","","","","","","",""
"572","Redwood CU - Management Services - H2 2024","Paul","0","0","2023-08-08 19:28:46","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://www.redwoodcu.org","","","","","","","","","","","","","","","",""
"573","Reser's Fine Foods - Management Services/Content Creation - Main St. Bistro - 2024","Paul","0","0","2023-08-08 19:29:45","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://www.resers.com/?gad=1&gclid=Cj0KCQjwz8emBhDrARIsANNJjS4Yqr67tTmdGARxqX0u4TTi6k5zb19go0Bd3bXMq4oJZ1xu_PoGfoMaArF7EALw_wcB","","","","","","","","","","","","","","","",""
"574","Rodland Toyota - Social Media Marketing Strategy Development - 2024","Paul","0","0","2023-08-08 19:30:21","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"575","Taco Time NW - Social Media Management - 2024","Paul","0","0","2023-08-08 19:30:52","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://tacotimenw.com","","","","","","","","","","","","","","","",""
"576","IOLO - Assessment and Strategy","Paul","0","0","2023-08-08 19:31:36","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://www.iolo.com/landing/adwords/system-mechanic-special-offer/?isc=sm_google_usca_s_001&isc=sm_google_usca_s_001&gad=1&gclid=Cj0KCQjwz8emBhDrARIsANNJjS4M5-Fs2FFjgKaJtzmsPPbCfZ4z_iudATShVCgg9ai8PS_yFTTC1wMaAh0OEALw_wcB","","","","","","","","","","","","","","","",""
"577","Pyramid Hospitality - Paid Social Media Management","Paul","0","0","2023-08-08 19:32:03","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://www.pyramidglobal.com","","","","","","","","","","","","","","","",""
"578","Reser's Fine Foods - Threads Management","Paul","0","0","2023-08-08 19:32:32","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"579","Essence of Dentistry - Social Media Audit & Strategy","Paul","0","0","2023-08-08 19:33:45","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://www.dentistryinredmond.com","","","","","","","","","","","","","","","",""
"580","Dunn Lumber - Retainer","Paul","0","0","2023-08-08 19:34:20","2024-10-28 16:11:17","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://www.dunnlumber.com","","","","","","","","","","","","","","","",""
"581","Seattle U - Assessment and Strategy","Paul","1","0","2023-08-08 19:34:43","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://www.seattleu.edu","","","","","","","","","","","","","","","",""
"582","Anderson Construction - Community  - 2024","Paul","0","0","2023-08-08 19:53:42","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://www.andersen-const.com","","","","","","","","","","","","","","","",""
"583","30/10 Weight Loss - Influencer Management Program","Paul","1","0","2023-08-08 19:57:51","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"584","Vkind - Paid Social Media Management","Paul","1","0","2023-08-08 19:58:20","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"585","Oceangate, Inc. - Social Media Management -2024 - Creative visuals and account management","Paul","1","0","2023-08-08 19:58:48","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"586","Fearey Bells Cookies -Assessment","Paul","1","0","2023-08-08 19:59:10","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"587","Azteca - Additional (Instagram)","Paul","1","0","2023-08-08 19:59:29","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"588","Vkind - Paid Media Audit","Paul","1","0","2023-08-08 19:59:50","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"589","Oceangate, Inc. - Facebook Management","Paul","1","0","2023-08-08 20:00:11","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"590","JT International U.S.A., - Inc	Content Phase 2","Paul","1","0","2023-08-08 20:03:21","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"591","Arena Sports	 - Assessment","Paul","1","0","2023-08-08 20:03:46","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"592","TriStar - Paid Media Audit","Paul","1","0","2023-08-08 20:05:47","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"593","USFANCO - Paid Media Audit & Monthly Management","Paul","1","0","2023-08-08 20:06:18","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"594","Amazon - Lifestyle Social Media Ads","Paul","0","0","2023-08-08 20:07:28","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"595","Anderson Construction - Community","Paul","1","0","2023-08-08 20:07:51","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"596","Azteca - Social Media Management","Paul","1","0","2023-08-08 20:08:18","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"597","Brown & Haley - Social Media Management - Almond Roca","Paul","1","0","2023-08-08 20:08:48","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"598","Brown Bear Car Wash - Social Media Management","Paul","1","0","2023-08-08 20:30:35","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"599","Brown Bear Car Wash - EV Video Shoot","Paul","1","0","2023-08-08 20:31:01","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"600","Diono - Strategy, Content, Ads, & Community","Paul","1","0","2023-08-08 20:31:22","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"601","Diono - Hulu Advertising","Paul","1","0","2023-08-08 20:31:43","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"602","Ezelle's Chicken - Social Media Management","Paul","1","0","2023-08-08 20:32:06","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"603","Ezelle's Chicken - Advertising Management","Paul","1","0","2023-08-08 20:32:25","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"604","FTI Consulting	Social Media Management - Twitter","Paul","1","0","2023-08-08 20:32:46","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"605","Hey, LLC - FCTG Social Media","Paul","1","0","2023-08-08 20:33:07","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"606","Hey, LLC - Reviver-Social Media Management","Paul","1","0","2023-08-08 20:33:31","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"607","JT International U.S.A., Inc - Content Creation","Paul","1","0","2023-08-08 20:33:58","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://www.jti.com/americas/usa","","","","","","","","","","","","","","","",""
"608","MainVue Homes - Social Media Management - Facebook & Instagram","Paul","1","0","2023-08-08 20:34:16","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"609","Oceangate, Inc.	Social Media Management-Creative visuals and account management","Paul","1","0","2023-08-08 20:34:37","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"610","Pike Brewing Company - Social Media Management-Creative visuals,community& account management","Paul","1","0","2023-08-08 20:34:55","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"611","Redwood CU - Management Services","Paul","1","0","2023-08-08 20:35:16","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"612","Reser's Fine Foods - Wine Pairing (?)","Paul","1","0","2023-08-08 20:35:37","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"613","Reser's Fine Foods - Management Services/Content Creation - Main St. Bistro","Paul","1","0","2023-08-08 20:35:58","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"614","Restorear Devices, LLC - Pre-product Launch Phase 1","Paul","1","0","2023-08-08 20:36:18","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"615","Rodland Toyota	Social Media Marketing Strategy Development","Paul","1","0","2023-08-08 20:36:39","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"616","Sanmar - Social Media Management","Paul","1","0","2023-08-08 20:37:08","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"617","SlipStitch Studios - Discovery Phase","Paul","1","0","2023-08-08 20:37:30","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"618","Taco Time NW - Social Media Management","Paul","1","0","2023-08-08 20:37:54","2025-08-25 16:24:01","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"619","Diono - 3RXT SafePlus Videoshoot)","Paul","1","0","2023-08-08 20:38:14","2025-08-25 16:24:01","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"620","GLP - Organic social media content","Paul","1","0","2023-08-09 18:44:35","2025-08-25 16:24:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://glpattorneys.com","","","","","","","","","","","","","","","",""
"621","Areas Sports - Social Media Management","Paul","1","0","2023-08-09 18:47:21","2024-01-22 19:19:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","https://www.arenasports.net","","","","","","","","","","","","","","","",""
"626","BTM Investments","Paul","0","1","2023-08-21 03:13:56","2024-04-10 23:59:48","All users","","2023-09-06","0","0","0","2","2","0","0","","","","","","","","","Tech-enabled agency creator & leader","","","","","","","","","","","","","","","","",""
"628","Foundation Celebrity Golf - Poker","Paul","0","0","2023-08-21 19:03:03","2025-08-25 16:24:02","All users","2023-09-26","2023-08-21","0","0","0","3","1","2","0","","","","","","","","FOUNDATION FOR YOUTH & FAMILIES","Celebrity annual fundraising event","https://randallmorrisfoundation.org/events/2023/9/11/2023-17th-annual-randall-morris-foundation-celebrity-golf-invitational","","","","","","","","","","","","","","","",""
"629","Heaven Sent Fried Chicken","Paul","1","0","2023-08-21 19:08:36","2025-08-25 16:24:02","All users","2023-09-29","","0","0","0","1","0","1","0","","","","","","","","","","https://www.heavensentfriedchicken.com","","","","","","","","","","","","","","","",""
"630","The Ritz Project","Paul","0","0","2023-08-21 19:11:16","2025-08-25 16:24:02","All users","2023-09-26","2023-08-21","0","0","0","4","1","3","0","","","","","","","","Golf Tournament","Celebrity - Nonprofit","https://themitzproject.com","","","","","","","","","","","","","","","",""
"631","MLB - Mariners","Paul","0","1","2023-08-21 19:16:33","2025-08-25 16:24:02","All users","2024-05-21","2024-05-06","0","0","0","3","2","1","0","","","","","","","","Professional Baseball League Team","","https://www.mlb.com/mariners","","","","","","","","","","","","","","","",""
"635","EX.","Paul","1","0","2023-08-22 21:54:12","2023-08-23 00:12:46","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"636","Stripe","Paul","1","1","2023-08-23 00:10:27","2023-08-23 00:25:42","All users","","","0","0","0","0","0","0","0","","","","","","","","Software Development","Financial Infrastructure - (help launch product)","https://stripe.com/jobs","https://www.linkedin.com/company/stripe/","","","","","","","","","","","","","","",""
"637","CapitalOne","Paul","0","0","2023-08-23 00:10:51","2025-04-07 16:50:37","All users","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"638","City of Seattle","Paul","1","1","2023-08-23 00:11:39","2025-01-13 18:55:39","All users","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"639","City of X","Paul","0","1","2023-08-23 00:12:14","2023-08-23 00:12:15","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"640","Boyd Gaming","Paul","1","4","2023-08-23 00:12:31","2025-07-17 00:58:22","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"641","Integral Analytics","Paul","0","0","2023-08-23 00:14:43","2024-01-08 20:57:25","All users","","","0","1","1","0","0","0","0","","","","","","","","","Energy Load Balancing Software","","","","","","","","","","","","","","","","",""
"643","Kenworth","Paul","0","0","2023-08-23 00:18:59","2024-01-08 20:57:39","All users","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"645","Cutter & Buck","Paul","0","0","2023-08-23 00:22:34","2024-01-08 21:03:55","All users","","","0","1","1","0","0","0","0","","","","","","","","Retail Apparel and Fashion","","https://cutterbuck.com","https://www.linkedin.com/company/cutter-&-buck/","","","","","","","","","","","","","","",""
"646","Salesforce","Paul","1","1","2023-08-23 00:28:47","2023-08-23 00:30:39","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"649","Lithia & Driveway","Paul","1","2","2023-08-23 00:40:10","2024-08-05 18:26:00","All users","2024-08-07","2024-05-13","0","2","2","4","3","1","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"652","Boeing","Paul","10","10","2023-08-23 00:47:06","2025-04-07 15:37:00","All users","","","1","0","1","0","0","0","0","","Vivid","","","","","","","","","","","","","","","","","","","","","","","","Vivid"
"653","AMN Healthcare","Paul","0","1","2023-08-23 00:47:18","2023-08-23 00:49:17","All users","","","0","0","0","0","0","0","0","","","","","","","","Hospitals and Health Care","","","https://www.linkedin.com/company/aim-healthcare/","","","","","","","","","","","","","","",""
